"","ID","title","description","streetaddress","city","state","amenityfeatures","type","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress","Status"
"2781",215,"Sandbox","(Disco) (8 miles south of Sarasota on U.S. 41 in Osprey)","1002 S. Tamiami Trail","Sarasota","FL","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular","Bars/Clubs",NA,"11/7/2019 3:17pm","11/10/2019 2:21pm",1977,"1002 S. Tamiami Trail, Sarasota, FL",-82.5297707,27.3255188,"1002 s tamiami trail, sarasota, fl 34236, usa","Google Verified Location"
"2782",186,"Cork n' Kettle","","","Sarasota","FL","","Bars/Clubs","","8/30/2019 11:09am","9/7/2019 1:20pm",1971,", Sarasota, FL",-82.530648,27.296568,"unclear_coded_by_hand","Verified Location"
"2783",1685,"Sarabar","","Sarasota Hotel, Main St","Sarasota","FL","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs","","","",1970,"Sarasota Hotel, Main St, Sarasota, FL",-82.530653,27.336435,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2784",317,"M.C.C.","","636 S. Washington Blvd.","Sarasota","FL","","Church","","9/15/2019 11:16am","9/15/2019 9:01pm",1980,"636 S. Washington Blvd., Sarasota, FL",-82.5309794,27.3308713,"636 s washington blvd, sarasota, fl 34236, usa","Google Verified Location"
"2785",46,"Sand Box","","","Sarasota","FL","(YC) - Young and/or collegiate types,(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant","","9/4/2019 11:25am","9/7/2019 1:18pm",1974,", Sarasota, FL",-82.533788,27.328689,"unclear_coded_by_hand","Verified Location"
"2786",194,"Sand Box","(8 mi. S. of Sarasota on U.S. 41 - Osprey)","1002 S. Osprey","Sarasota","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular","Bars/Clubs,Restaurant",NA,"11/7/2019 9:58am","11/8/2019 1:40pm",1976,"1002 S. Osprey, Sarasota, FL",-82.5340662,27.3245378,"1002 s osprey ave, sarasota, fl 34236, usa","Google Verified Location"
"2787",770,"Sand Box","","1002 S. Osprey","Sarasota","FL","(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular","Bars/Clubs","","12/17/2019 9:53am","12/17/2019 9:53am",1975,"1002 S. Osprey, Sarasota, FL",-82.5340662,27.3245378,"1002 s osprey ave, sarasota, fl 34236, usa","Google Verified Location"
"2788",90,"Cork n' Kettle","","41 South St.","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"9/4/2019 3:58pm","9/7/2019 1:47pm",1970,"41 South St., Sarasota, FL",-82.536702,27.3064414,"south dr, sarasota, fl 34239, usa","Google Verified Location"
"2789",325,"Bridge Club","","5519 W. Hillsborough Ave.","Tampa","FL","(P) - Private club - Inquire locally to admission,(BYOB) - Bring your own bottle,(AH) - After Hours,(W) - Western or coyboy types","Bars/Clubs","","9/15/2019 11:16am","9/15/2019 9:21pm",1980,"5519 W. Hillsborough Ave., Tampa, FL",-82.5369337,27.9968709,"5519 w hillsborough ave, tampa, fl 33634, usa","Google Verified Location"
"2790",258,"Bridge Club","","5519 W. Hillsboro Ave.","Tampa","FL","(P) - Private club - Inquire locally to admission,(AH) - After Hours,(D) - Dancing,(PT) - Pool Table","Bars/Clubs","","12/3/2019 12:21pm","12/18/2019 1:24pm",1978,"5519 W. Hillsboro Ave., Tampa, FL",-82.5369337,27.9968709,"5519 w hillsborough ave, tampa, fl 33634, usa","Google Verified Location"
"2791",281,"Susie's Bridge","(WE - late*)","5519 W. Hillsboro Ave.","Tampa","FL","(P) - Private club - Inquire locally to admission,(BYOB) - Bring your own bottle,(D) - Dancing,(AH) - After Hours,(WE) - Weekends,(*) - Very popular","Bars/Clubs","","10/22/2019 7:49am","12/18/2019 3:32pm",1979,"5519 W. Hillsboro Ave., Tampa, FL",-82.5369337,27.9968709,"5519 w hillsborough ave, tampa, fl 33634, usa","Google Verified Location"
"2792",220,"Bridge Club","(Also H)","5519 W. Hillsboro Avenue","Tampa","FL","(P) - Private club - Inquire locally to admission,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(PT) - Pool Table,(BYOB) - Bring your own bottle","Hotels",NA,"11/7/2019 3:21pm","11/10/2019 2:13pm",1977,"5519 W. Hillsboro Avenue, Tampa, FL",-82.5369337,27.9968709,"5519 w hillsborough ave, tampa, fl 33634, usa","Google Verified Location"
"2793",2274,"
  Tampa International Airport
  ","(T-Rooms are HOT) ","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1977,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2794",2820,"
  Tampa International
  Airport
  ","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1978,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2795",2819,"
  Tampa Municipal Beach
  - Campbell Causeway
  ","(T-Rooms are HOT) ","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1978,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2796",2051,"Tampa International Airport","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1976,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2797",1532,"Tampa International Airport","","","Tampa","FL","Cruisy Areas","Cruising Areas","","","",1973,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2798",52,"Tampa Municipal Beach","","","Tampa","FL","Cruisy Area","Cruising Areas","","9/4/2019 11:25am","9/7/2019 1:18pm",1974,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2799",2656,"Tampa International Airport","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1975,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2800",3123,"Tampa International Airport","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1980,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2801",48,"Tampa International Airport","","","Tampa","FL","Cruisy Area","Cruising Areas","","9/4/2019 11:25am","9/7/2019 1:18pm",1974,", Tampa, FL",-82.537078,27.983478,"unclear_coded_by_hand","Verified Location"
"2802",605,"Howard Johnson's","","190 Hendricksville Rd.","Asheville","NC","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","","11/24/2019 4:48pm","11/24/2019 7:16pm",1980,"190 Hendricksville Rd., Asheville, NC",-82.540908,35.563649,"190 hendersonville rd, asheville, nc 28803, usa","Google Verified Location"
"2803",502,"Howard Johnson's","","190 Hendricksville Rd.","Asheville","NC","(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","","10/24/2019 5:57pm","10/28/2019 9:54am",1979,"190 Hendricksville Rd., Asheville, NC",-82.540908,35.563649,"190 hendersonville rd, asheville, nc 28803, usa","Google Verified Location"
"2804",500,"Howard Johnsons","","190 Hendersonville Rd.","Asheville","MS","(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks, juices and snacks"",(AH) - After Hours","Restaurant","","12/5/2019 12:43pm","12/16/2019 1:17pm",1978,"190 Hendersonville Rd., Asheville, MS",-82.540908,35.563649,"190 hendersonville rd, asheville, nc 28803, usa","Google Verified Location"
"2805",252,"Huricane","","","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","","8/13/2019 10:32am","9/7/2019 1:33pm",1969,", Sarasota, FL",-82.543605,27.335427,"unclear_coded_by_hand","Verified Location"
"2806",334,"Hurricane","","","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","","8/19/2019 12:23am","9/7/2019 1:31pm",1968,", Sarasota, FL",-82.543605,27.335427,"unclear_coded_by_hand","Verified Location"
"2807",1684,"Huricane","","Main & Palm","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","","","",1970,"Main & Palm, Sarasota, FL",-82.543605,27.335427,"unclear_coded_by_hand","Verified Location"
"2808",159,"Landchess Lounge","Hotel Sarasota","1335 Main St.","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels","","9/4/2019 9:25am","9/4/2019 10:50am",1974,"1335 Main St., Sarasota, FL",-82.5437878,27.3356269,"1335 main st, sarasota, fl 34236, usa","Google Verified Location"
"2809",164,"Landchess Lounge","Hotel Sarasota","1335 Main St.","Sarasota","FL","(M) - Mixed Crowds","Hotels,Bars/Clubs",NA,"9/25/2019 7:48am","10/28/2019 9:30am",1973,"1335 Main St., Sarasota, FL",-82.5437878,27.3356269,"1335 main st, sarasota, fl 34236, usa","Google Verified Location"
"2810",100,"Landchess Lounge","","1335 Main St.","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","","8/30/2019 9:09am","8/30/2019 9:35am",1971,"1335 Main St., Sarasota, FL",-82.5437878,27.3356269,"1335 main st, sarasota, fl 34236, usa","Google Verified Location"
"2811",110,"Landchess Lounge","Hotel Sarasota","1335 Main St.","Sarasota","FL","(M) - Mixed Crowds","Hotels,Bars/Clubs",NA,"9/11/2019 7:43am","10/28/2019 9:18am",1972,"1335 Main St., Sarasota, FL",-82.5437878,27.3356269,"1335 main st, sarasota, fl 34236, usa","Google Verified Location"
"2812",3122,"Picnic Island","East of Westshore Blvd.
","","Tampa","FL","Cruisy Area","Cruising Areas","General coordinates for Picnic Island.","","",1980,", Tampa, FL",-82.54593,27.853358,"unclear_coded_by_hand","Verified Location"
"2813",1157,"Picnic Island - E. of Westshore Blvd. ","","","Tampa","FL","Cruisy Area","Cruising Areas","approximate location.","","",1979,", Tampa, FL",-82.54593,27.853358,"unclear_coded_by_hand","Verified Location"
"2814",70,"Northside Tavern","","2805 N Tamiami","Sarasota","FL","","Bars/Clubs",NA,"8/18/2019 10:23pm","9/7/2019 11:23am",1968,"2805 N Tamiami, Sarasota, FL",-82.5496894,27.3608869,"2805 n tamiami trail, sarasota, fl 34234, usa","Google Verified Location"
"2815",264,"Northside Tavern","","2805 N. Tamiami","Sarasota","FL","","Bars/Clubs",NA,"8/13/2019 8:22am","9/7/2019 11:22am",1966,"2805 N. Tamiami, Sarasota, FL",-82.5496894,27.3608869,"2805 n tamiami trail, sarasota, fl 34234, usa","Google Verified Location"
"2816",45,"Northside Tavern","","2805 N Tamiami","Sarasota","FL","","Bars/Clubs",NA,"8/14/2019 12:23am","9/7/2019 2:21pm",1965,"2805 N Tamiami, Sarasota, FL",-82.5496894,27.3608869,"2805 n tamiami trail, sarasota, fl 34234, usa","Google Verified Location"
"2817",82,"Northside Tavern","","2805 N Tamiami","Sarasota","FL","","Bars/Clubs",NA,"8/13/2019 8:32am","8/13/2019 12:04pm",1969,"2805 N Tamiami, Sarasota, FL",-82.5496894,27.3608869,"2805 n tamiami trail, sarasota, fl 34234, usa","Google Verified Location"
"2818",1312,"Ryan's Someplace Else South ","(Disco) (Cruisy) ","3140 N. Tamiami Trail at 32nd St. ","Sarasota","FL","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs","","","",1979,"3140 N. Tamiami Trail at 32nd St. , Sarasota, FL",-82.550075,27.363716,"unclear_coded_by_hand","Verified Location"
"2819",3114,"Ryan's Someplace Else So.","(Cruisy)","3140 N. Tamiami Trail at 32nd St.","Sarasota","FL","(D) - Dancing,(*) - Very popular,(YC) - Young and/or collegiate types","Bars/Clubs,Cruising Areas","","","",1980,"3140 N. Tamiami Trail at 32nd St., Sarasota, FL",-82.550075,27.363716,"unclear_coded_by_hand","Verified Location"
"2820",2875," 'The Cage ' - Block  around Federal Building   ","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1978,", Asheville, NC",-82.551487,35.595058,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2821",2874,"
  Bus Depot
  ","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1978,", Asheville, NC",-82.551487,35.595058,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2822",1208," 'The Cage ' - Block around Federal Bldg. ","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1979,", Asheville, NC",-82.551487,35.595058,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2823",3217,"'The Cage'","Block around Federal Bldg.","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1980,", Asheville, NC",-82.551487,35.595058,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2824",1207,"Bus Depot","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1979,", Asheville, NC",-82.551487,35.595058,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2825",3216,"Bus Depot","","","Asheville","NC","Cruisy Area","Cruising Areas","","","",1980,", Asheville, NC",-82.551487,35.595058,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2826",1066,"Skylight Room","","Haywood Ave. just S. of Civic Center ","Asheville","NC","(M) - Mixed - Some Straights,(D) - Dancing","Restaurant","","","",1979,"Haywood Ave. just S. of Civic Center , Asheville, NC",-82.551487,35.595058,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used."
"2827",606,"Tree Tops","","85 Patton Ave.","Asheville","NC","","Bars/Clubs","","11/24/2019 4:48pm","11/24/2019 7:16pm",1980,"85 Patton Ave., Asheville, NC",-82.555306,35.5944333,"85 patton ave, asheville, nc 28801, usa","Google Verified Location"
"2828",57,"B.J.'s","","80 Asheland Ave.","Asheville","NC","(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs","","11/11/2019 7:54am","11/11/2019 8:09am",1975,"80 Asheland Ave., Asheville, NC",-82.5564507,35.5911639,"80 asheland ave, asheville, nc 28801, usa","Google Verified Location"
"2829",390,"After Dark Lounge","","80 Asheland Ave.","Asheville","NC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"11/8/2019 8:56am","11/8/2019 10:39am",1976,"80 Asheland Ave., Asheville, NC",-82.5564507,35.5911639,"80 asheland ave, asheville, nc 28801, usa","Google Verified Location"
"2830",604,"After Dark Lounge","(Disco) (Cruise Bar upstairs - weekends)","80 Asheland Ave.","Asheville","NC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing","Bars/Clubs,Cruising Areas","","11/24/2019 4:48pm","11/24/2019 7:16pm",1980,"80 Asheland Ave., Asheville, NC",-82.5564507,35.5911639,"80 asheland ave, asheville, nc 28801, usa","Google Verified Location"
"2831",415,"After Dark Lounge","","80 Asheland Ave.","Asheville","NC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"11/8/2019 6:20pm","11/10/2019 2:21pm",1977,"80 Asheland Ave., Asheville, NC",-82.5564507,35.5911639,"80 asheland ave, asheville, nc 28801, usa","Google Verified Location"
"2832",329,"B.J.'s","","80 Asheland Ave","Asheville","NC","(P) - Private club - Inquire locally to admission","Bars/Clubs","","9/7/2019 8:46am","9/7/2019 9:25am",1974,"80 Asheland Ave, Asheville, NC",-82.5564507,35.5911639,"80 asheland ave, asheville, nc 28801, usa","Google Verified Location"
"2833",501,"After Dark Lounge","","80 Asheland Ave.","Asheville","NC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing","Bars/Clubs","","10/24/2019 5:57pm","10/28/2019 10:06am",1979,"80 Asheland Ave., Asheville, NC",-82.5564507,35.5911639,"80 asheland ave, asheville, nc 28801, usa","Google Verified Location"
"2834",499,"After Dark Lounge","(Disco) 7 nights downstairs & upstairs lounge (Cruisy-WE)","80 Asheland Ave.","Asheville","MS","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing,(WE) - Weekends","Bars/Clubs,Cruising Areas","","12/5/2019 12:43pm","12/16/2019 3:16pm",1978,"80 Asheland Ave., Asheville, MS",-82.5564507,35.5911639,"80 asheland ave, asheville, nc 28801, usa","Google Verified Location"
"2835",308,"Flaming Ember Lounge","","231 Patton Ave.","Asheville","NC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",NA,"10/1/2019 3:32pm","10/28/2019 9:41am",1973,"231 Patton Ave., Asheville, NC",-82.5615677,35.5933893,"231 patton ave, asheville, nc 28801, usa","Google Verified Location"
"2836",330,"Flaming Ember Lounge","","231 Patton Ave","Asheville","NC","(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular","Bars/Clubs","","9/7/2019 8:46am","9/7/2019 9:25am",1974,"231 Patton Ave, Asheville, NC",-82.5615677,35.5933893,"231 patton ave, asheville, nc 28801, usa","Google Verified Location"
"2837",263,"Elbo Room","","5 Blvd of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"8/13/2019 8:22am","9/7/2019 11:22am",1966,"5 Blvd of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa","Google Verified Location"
"2838",68,"Elbo Room","","5 Blvd of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"8/18/2019 10:23pm","9/7/2019 11:23am",1968,"5 Blvd of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa","Google Verified Location"
"2839",44,"Elbo Room","","5 Blvd. of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"8/14/2019 12:23am","9/7/2019 2:21pm",1965,"5 Blvd. of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa","Google Verified Location"
"2840",80,"Elbo Room","","5 Blvd of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"8/13/2019 8:32am","8/13/2019 12:04pm",1969,"5 Blvd of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa","Google Verified Location"
"2841",91,"Elbo Room","","5 Blvd. of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs",NA,"9/4/2019 3:58pm","9/7/2019 1:47pm",1970,"5 Blvd. of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa","Google Verified Location"
"2842",2814,"No. Lido Beach","","","Sarasota","FL","Cruisy Area","Cruising Areas","Approximate","","",1978,", Sarasota, FL",-82.577204,27.311057,"unclear_coded_by_hand","Verified Location"
"2843",3124,"Tampa Mun. Beach","Campbell Causeway (T-Rooms are suicide)","","Tampa","FL","Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas","","","",1980,", Tampa, FL",-82.579284,27.970749,"unclear_coded_by_hand","Verified Location"
"2844",2657,"Tampa Municipal Beach - Campbell Causeway","","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1975,", Tampa, FL",-82.579284,27.970749,"unclear_coded_by_hand","Verified Location"
"2845",1533,"Tampa Mun. Beach - Campbell Causeway ","","","Tampa","FL","Cruisy Areas","Cruising Areas","","","",1973,", Tampa, FL",-82.579284,27.970749,"unclear_coded_by_hand","Verified Location"
"2846",1158,"Tampa Mun. Beach - Campbell Causeway ","(T-Rooms are HOT)","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1979,", Tampa, FL",-82.579284,27.970749,"unclear_coded_by_hand","Verified Location"
"2847",2275,"Tampa Municipal Beach - Campbell Causeway ","(T-Rooms are HOT) ","","Tampa","FL","Cruisy Area","Cruising Areas","","","",1977,", Tampa, FL",-82.579284,27.970749,"unclear_coded_by_hand","Verified Location"
"2848",2052,"Tampa Municipal Beach - Campbell Causeway","(T-Rooms are HOT!)","","Tampa","FL","(HOT) - Dangerous - Usually fuzz,Cruisy Area","Cruising Areas","","","",1976,", Tampa, FL",-82.579284,27.970749,"unclear_coded_by_hand","Verified Location"
"2849",1439,"Tampa Municipal Beach","on Campbell Causeway","","Tampa","FL","Cruisy Areas","Cruising Areas","","","",1972,", Tampa, FL",-82.579284,27.970749,"unclear_coded_by_hand","Verified Location"
"2850",2813,"Bayshore Dr. - from 2nd to Vinay Park ","","","St. Petersburg","FL","Cruisy Area","Cruising Areas","","","",1978,", St. Petersburg, FL",-82.625794,27.778733,"unclear_coded_by_hand","Verified Location"
